9312	528520364	XM_001337519	XM_001337519.3	7955
18440	533132406	XM_005381162	XM_005381162.1	34839
18440	533132404	XM_005381161	XM_005381161.1	34839
18440	533132402	XM_005381160	XM_005381160.1	34839
18440	533132400	XM_005381159	XM_005381159.1	34839
18440	513000026	XM_004861494	XM_004861494.1	10181
18440	512923044	XM_004904824	XM_004904824.1	10181
18440	514471856	XM_003475657	XM_003475657.2	10141
18440	298916388	FQ219931	FQ219931.1	10116
18440	507667110	XR_192643	XR_192643.1	10160
21506	83318690	CT009635	CT009635.18	10090
21506	57863218	AC154679	AC154679.2	10090
21506	133893139	NM_024254	NM_024254.3	10090
21506	15214556	BC012402	BC012402.1	10090
21506	13096839	BC003216	BC003216.1	10090
21506	74220288	AK152570	AK152570.1	10090
21506	74219818	AK168639	AK168639.1	10090
21506	74193289	AK151464	AK151464.1	10090
21506	74181338	AK150905	AK150905.1	10090
21506	26331753	AK036861	AK036861.1	10090
21506	12846253	AK010654	AK010654.1	10090
21506	51593582	BC080661	BC080661.1	10090
21506	532042915	XM_005364230	XM_005364230.1	79684
21506	564342251	XM_006234712	XM_006234712.1	10116
21506	504130958	XM_004578209	XM_004578209.1	9978
21506	298916388	FQ219931	FQ219931.1	10116
21506	172354613	NM_001109645	NM_001109645.2	10116
21506	560937287	XM_006194388	XM_006194388.1	419612
21506	544442279	XM_005559082	XM_005559082.1	9541
21506	544442277	XM_005559081	XM_005559081.1	9541
21506	507578150	XM_004672540	XM_004672540.1	51337
21506	478494157	XM_004421370	XM_004421370.1	73337
21506	472390260	XM_004414387	XM_004414387.1	9708
21506	426378508	XM_004065331	XM_004065331.1	9595
21506	426354834	XR_174965	XR_174965.1	9595
21506	402873860	XM_003900723	XM_003900723.1	9555
21506	397466510	XM_003804950	XM_003804950.1	9597
21506	390468778	XM_002753585	XM_002753585.2	9483
21506	354482903	XM_003503587	XM_003503587.1	10029
21506	332247373	XM_003272785	XM_003272785.1	61853
21506	194688139	NM_024713	NM_024713.2	9606
21506	168743994	CU693167	CU693167.1	32630
21506	158262056	NR_003954	NR_003954.1	9606
21506	158259502	AK293021	AK293021.1	9606
21506	117645889	AM393535	AM393535.1	32630
21506	114656155	XM_001165269	XM_001165269.1	9598
21506	45709624	BC067801	BC067801.1	9606
21506	11182157	AL138916	AL138916.14	9606
21506	10438985	AK026210	AK026210.1	9606
21506	83404924	BC111000	BC111000.1	9606
21506	21734278	AL833631	AL833631.1	9606
21506	20072804	BC026234	BC026234.1	9606
21506	12053310	AL136908	AL136908.1	9606
21506	594665554	XM_007180823	XM_007180823.1	310752
21506	594064110	XM_006056012	XM_006056012.1	89462
21506	594048754	XM_006048703	XM_006048703.1	89462
21506	593744851	XM_007127723	XM_007127723.1	9755
21506	593744849	XM_007127722	XM_007127722.1	9755
21506	586531364	XM_006920527	XM_006920527.1	9402
21506	584039266	XM_006778177	XM_006778177.1	225400
21506	560958417	XM_006201607	XM_006201607.1	30538
21506	558119418	XM_006087477	XM_006087477.1	59463
21506	556776549	XM_005983313	XM_005983313.1	59538
21506	556748770	XM_005969765	XM_005969765.1	59538
21506	556742002	XM_005966467	XM_005966467.1	59538
21506	555960888	XM_005892483	XM_005892483.1	72004
21506	554588926	XM_005885755	XM_005885755.1	109478
21506	548482244	XM_005685452	XM_005685452.1	9925
21506	545196059	XM_005603167	XM_005603167.1	9796
21506	532103190	XM_005337141	XM_005337141.1	43179
21506	524921123	XM_005064776	XM_005064776.1	10036
21506	507963473	XM_004687953	XM_004687953.1	143302
21506	505828571	XM_004609537	XM_004609537.1	42254
21506	488527166	XM_004455348	XM_004455348.1	9361
21506	470596409	XM_004310933	XM_004310933.1	9739
21506	466029934	XM_004274041	XM_004274041.1	9733
21506	426242225	XM_004014926	XM_004014926.1	9940
21506	426232919	XM_004010418	XM_004010418.1	9940
21506	395837620	XM_003791681	XM_003791681.1	30611
21506	332825176	XR_022405	XR_022405.2	9598
21506	312261279	NM_001199064	NM_001199064.1	9913
21506	301779677	XM_002925208	XM_002925208.1	9646
21506	297696222	XM_002825257	XM_002825257.1	9601
21506	291403308	XM_002718010	XM_002718010.1	9986
21506	291402369	XM_002717502	XM_002717502.1	9986
21506	513000026	XM_004861494	XM_004861494.1	10181
21506	512923044	XM_004904824	XM_004904824.1	10181
21506	533132406	XM_005381162	XM_005381162.1	34839
21506	533132404	XM_005381161	XM_005381161.1	34839
21506	533132402	XM_005381160	XM_005381160.1	34839
21506	533132400	XM_005381159	XM_005381159.1	34839
21506	514471856	XM_003475657	XM_003475657.2	10141
21506	507695521	XM_004643128	XM_004643128.1	10160
21506	403267690	XM_003925899	XM_003925899.1	39432
21506	591322933	XM_007087499	XM_007087499.1	74533
21506	586989365	XM_003987306	XM_003987306.2	9685
21506	586447383	XM_006831813	XM_006831813.1	185453
21506	562821399	XM_006140550	XM_006140550.1	246437
21506	562821397	XM_006140549	XM_006140549.1	246437
21506	562821395	XM_006140548	XM_006140548.1	246437
21506	558188389	XM_006102816	XM_006102816.1	59463
21506	344293947	XM_003418633	XM_003418633.1	9785
21506	543722641	XM_005502442	XM_005502442.1	8932
21506	326920648	XM_003206533	XM_003206533.1	9103
21506	541976543	XM_005441081	XM_005441081.1	345164
21506	529421844	XM_005230719	XM_005230719.1	8954
21506	298358204	NG_021880	NG_021880.1	9606
21506	16303417	AC091903	AC091903.2	9606
21506	514705428	XM_005009768	XM_005009768.1	8839
21506	514705426	XM_005009767	XM_005009767.1	8839
29490	133893139	NM_024254	NM_024254.3	10090
29490	15214556	BC012402	BC012402.1	10090
29490	13096839	BC003216	BC003216.1	10090
29490	74219818	AK168639	AK168639.1	10090
29490	74193289	AK151464	AK151464.1	10090
29490	74181338	AK150905	AK150905.1	10090
29490	26331753	AK036861	AK036861.1	10090
29490	12846253	AK010654	AK010654.1	10090
29490	83318690	CT009635	CT009635.18	10090
29490	57863218	AC154679	AC154679.2	10090
29490	51593582	BC080661	BC080661.1	10090
29490	74220288	AK152570	AK152570.1	10090
29490	564342251	XM_006234712	XM_006234712.1	10116
29490	172354613	NM_001109645	NM_001109645.2	10116
29490	23894529	AL683897	AL683897.5	10090
29490	589960284	XM_006992658	XM_006992658.1	230844
29490	354482903	XM_003503587	XM_003503587.1	10029
29490	532042915	XM_005364230	XM_005364230.1	79684
29490	524921123	XM_005064776	XM_005064776.1	10036
29490	507695521	XM_004643128	XM_004643128.1	10160
29490	507578150	XM_004672540	XM_004672540.1	51337
29490	533132406	XM_005381162	XM_005381162.1	34839
29490	533132404	XM_005381161	XM_005381161.1	34839
29490	533132402	XM_005381160	XM_005381160.1	34839
29490	533132400	XM_005381159	XM_005381159.1	34839
29490	514471856	XM_003475657	XM_003475657.2	10141
29490	507667110	XR_192643	XR_192643.1	10160
2512	459683867	NM_001277122	NM_001277122.1	10090
2512	459683865	NM_001277123	NM_001277123.1	10090
2512	459683863	NM_001277121	NM_001277121.1	10090
2512	459683862	NM_028871	NM_028871.2	10090
2512	12848732	AK012160	AK012160.1	10090
2512	28467535	AL670673	AL670673.15	10090
26830	83318690	CT009635	CT009635.18	10090
26830	57863218	AC154679	AC154679.2	10090
26830	133893139	NM_024254	NM_024254.3	10090
26830	15214556	BC012402	BC012402.1	10090
26830	13096839	BC003216	BC003216.1	10090
26830	74220288	AK152570	AK152570.1	10090
26830	74219818	AK168639	AK168639.1	10090
26830	74193289	AK151464	AK151464.1	10090
26830	74181338	AK150905	AK150905.1	10090
26830	26331753	AK036861	AK036861.1	10090
26830	12846253	AK010654	AK010654.1	10090
26830	51593582	BC080661	BC080661.1	10090
26830	532042915	XM_005364230	XM_005364230.1	79684
26830	23894529	AL683897	AL683897.5	10090
26830	564342251	XM_006234712	XM_006234712.1	10116
26830	524921123	XM_005064776	XM_005064776.1	10036
26830	403267690	XM_003925899	XM_003925899.1	39432
26830	172354613	NM_001109645	NM_001109645.2	10116
26830	390468778	XM_002753585	XM_002753585.2	9483
26830	354482903	XM_003503587	XM_003503587.1	10029
26830	298916388	FQ219931	FQ219931.1	10116
26830	544442279	XM_005559082	XM_005559082.1	9541
26830	544442277	XM_005559081	XM_005559081.1	9541
26830	507689988	XM_004712739	XM_004712739.1	9371
26830	426378508	XM_004065331	XM_004065331.1	9595
26830	402873860	XM_003900723	XM_003900723.1	9555
26830	397466510	XM_003804950	XM_003804950.1	9597
26830	332247373	XM_003272785	XM_003272785.1	61853
26830	297696222	XM_002825257	XM_002825257.1	9601
26830	194688139	NM_024713	NM_024713.2	9606
26830	168743994	CU693167	CU693167.1	32630
26830	158262056	NR_003954	NR_003954.1	9606
26830	158259502	AK293021	AK293021.1	9606
26830	117645889	AM393535	AM393535.1	32630
26830	114656155	XM_001165269	XM_001165269.1	9598
26830	45709624	BC067801	BC067801.1	9606
26830	11182157	AL138916	AL138916.14	9606
26830	10438985	AK026210	AK026210.1	9606
26830	83404924	BC111000	BC111000.1	9606
26830	21734278	AL833631	AL833631.1	9606
26830	20072804	BC026234	BC026234.1	9606
26830	12053310	AL136908	AL136908.1	9606
26830	545196059	XM_005603167	XM_005603167.1	9796
26830	507578150	XM_004672540	XM_004672540.1	51337
26830	505828571	XM_004609537	XM_004609537.1	42254
26830	478494157	XM_004421370	XM_004421370.1	73337
26830	472390260	XM_004414387	XM_004414387.1	9708
26830	426354834	XR_174965	XR_174965.1	9595
26830	504130958	XM_004578209	XM_004578209.1	9978
26830	395837620	XM_003791681	XM_003791681.1	30611
26830	530406450	XM_005254668	XM_005254668.1	9606
26830	24414566	AC079203	AC079203.9	9606
26830	594665554	XM_007180823	XM_007180823.1	310752
26830	594064110	XM_006056012	XM_006056012.1	89462
26830	594048754	XM_006048703	XM_006048703.1	89462
26830	593744851	XM_007127723	XM_007127723.1	9755
26830	593744849	XM_007127722	XM_007127722.1	9755
26830	586531364	XM_006920527	XM_006920527.1	9402
26830	578827399	XM_006720684	XM_006720684.1	9606
26830	560937287	XM_006194388	XM_006194388.1	419612
26830	556776549	XM_005983313	XM_005983313.1	59538
26830	556748770	XM_005969765	XM_005969765.1	59538
26830	556742002	XM_005966467	XM_005966467.1	59538
26830	555960888	XM_005892483	XM_005892483.1	72004
26830	532103190	XM_005337141	XM_005337141.1	43179
26830	530406448	XM_005254667	XM_005254667.1	9606
26830	530406446	XM_005254666	XM_005254666.1	9606
26830	513000026	XM_004861494	XM_004861494.1	10181
26830	512923044	XM_004904824	XM_004904824.1	10181
26830	507963473	XM_004687953	XM_004687953.1	143302
26830	470596409	XM_004310933	XM_004310933.1	9739
26830	466029934	XM_004274041	XM_004274041.1	9733
26830	312261279	NM_001199064	NM_001199064.1	9913
26830	291403308	XM_002718010	XM_002718010.1	9986
26830	291402369	XM_002717502	XM_002717502.1	9986
26830	403289322	XM_003935760	XM_003935760.1	39432
26830	332825176	XR_022405	XR_022405.2	9598
26830	591322933	XM_007087499	XM_007087499.1	74533
26830	586989365	XM_003987306	XM_003987306.2	9685
26830	562821399	XM_006140550	XM_006140550.1	246437
26830	562821397	XM_006140549	XM_006140549.1	246437
26830	562821395	XM_006140548	XM_006140548.1	246437
26830	548482244	XM_005685452	XM_005685452.1	9925
26830	426242225	XM_004014926	XM_004014926.1	9940
26830	426232919	XM_004010418	XM_004010418.1	9940
26830	301779677	XM_002925208	XM_002925208.1	9646
26830	584039266	XM_006778177	XM_006778177.1	225400
26830	558119418	XM_006087477	XM_006087477.1	59463
26830	554588926	XM_005885755	XM_005885755.1	109478
26830	514471856	XM_003475657	XM_003475657.2	10141
26830	507695521	XM_004643128	XM_004643128.1	10160
26830	591349778	XM_007069369	XM_007069369.1	8469
26830	530634184	XM_005303987	XM_005303987.1	8478
26830	530634182	XM_005303986	XM_005303986.1	8478
26830	298358204	NG_021880	NG_021880.1	9606
26830	16303417	AC091903	AC091903.2	9606
26830	543722641	XM_005502442	XM_005502442.1	8932
26830	541976543	XM_005441081	XM_005441081.1	345164
26830	529421844	XM_005230719	XM_005230719.1	8954
26830	524999060	XM_005047225	XM_005047225.1	59894
13249	594190918	NM_001033330	NM_001033330.3	10090
13249	594190898	NM_001290428	NM_001290428.1	10090
13249	594190874	NM_001290427	NM_001290427.1	10090
13249	569012073	XM_006528889	XM_006528889.1	10090
13249	569012071	XM_006528888	XM_006528888.1	10090
13249	569012069	XM_006528887	XM_006528887.1	10090
13249	569012067	XM_006528886	XM_006528886.1	10090
13249	569012065	XM_006528885	XM_006528885.1	10090
13249	569012063	XM_006528884	XM_006528884.1	10090
13249	569012061	XM_006528883	XM_006528883.1	10090
13249	223460786	BC139429	BC139429.1	10090
13249	25711728	AC125457	AC125457.3	10090
13249	74181240	AK147370	AK147370.1	10090
13249	74184596	AK147440	AK147440.1	10090
13249	28972144	AK122244	AK122244.1	10090
13249	36796703	BX546498	BX546498.7	10090
13249	564398972	XM_006256833	XM_006256833.1	10116
13249	564398970	XM_006256832	XM_006256832.1	10116
13249	564398968	XM_006256831	XM_006256831.1	10116
13249	157822968	NM_001106960	NM_001106960.1	10116
13249	589920331	XM_006973177	XM_006973177.1	230844
13249	589920329	XM_006973176	XM_006973176.1	230844
13249	532031685	XM_005358718	XM_005358718.1	79684
13249	524948411	XM_005074176	XM_005074176.1	10036
13249	524948409	XM_005074175	XM_005074175.1	10036
13249	524948407	XM_005074174	XM_005074174.1	10036
29270	83318690	CT009635	CT009635.18	10090
29270	57863218	AC154679	AC154679.2	10090
29270	532042915	XM_005364230	XM_005364230.1	79684
29270	133893139	NM_024254	NM_024254.3	10090
29270	15214556	BC012402	BC012402.1	10090
29270	13096839	BC003216	BC003216.1	10090
29270	74220288	AK152570	AK152570.1	10090
29270	74219818	AK168639	AK168639.1	10090
29270	74193289	AK151464	AK151464.1	10090
29270	74181338	AK150905	AK150905.1	10090
29270	26331753	AK036861	AK036861.1	10090
29270	12846253	AK010654	AK010654.1	10090
29270	51593582	BC080661	BC080661.1	10090
29270	544442279	XM_005559082	XM_005559082.1	9541
29270	544442277	XM_005559081	XM_005559081.1	9541
29270	504130958	XM_004578209	XM_004578209.1	9978
29270	426378508	XM_004065331	XM_004065331.1	9595
29270	426354834	XR_174965	XR_174965.1	9595
29270	402873860	XM_003900723	XM_003900723.1	9555
29270	397466510	XM_003804950	XM_003804950.1	9597
29270	390468778	XM_002753585	XM_002753585.2	9483
29270	332247373	XM_003272785	XM_003272785.1	61853
29270	194688139	NM_024713	NM_024713.2	9606
29270	168743994	CU693167	CU693167.1	32630
29270	158262056	NR_003954	NR_003954.1	9606
29270	158259502	AK293021	AK293021.1	9606
29270	117645889	AM393535	AM393535.1	32630
29270	114656155	XM_001165269	XM_001165269.1	9598
29270	45709624	BC067801	BC067801.1	9606
29270	11182157	AL138916	AL138916.14	9606
29270	10438985	AK026210	AK026210.1	9606
29270	83404924	BC111000	BC111000.1	9606
29270	21734278	AL833631	AL833631.1	9606
29270	20072804	BC026234	BC026234.1	9606
29270	12053310	AL136908	AL136908.1	9606
29270	507578150	XM_004672540	XM_004672540.1	51337
29270	478494157	XM_004421370	XM_004421370.1	73337
29270	332825176	XR_022405	XR_022405.2	9598
29270	297696222	XM_002825257	XM_002825257.1	9601
29270	586531364	XM_006920527	XM_006920527.1	9402
29270	545196059	XM_005603167	XM_005603167.1	9796
29270	507963473	XM_004687953	XM_004687953.1	143302
29270	505828571	XM_004609537	XM_004609537.1	42254
29270	403267690	XM_003925899	XM_003925899.1	39432
29270	395837620	XM_003791681	XM_003791681.1	30611
29270	513000026	XM_004861494	XM_004861494.1	10181
29270	512923044	XM_004904824	XM_004904824.1	10181
29270	344293947	XM_003418633	XM_003418633.1	9785
29270	586447383	XM_006831813	XM_006831813.1	185453
29270	532103190	XM_005337141	XM_005337141.1	43179
29270	291403308	XM_002718010	XM_002718010.1	9986
29270	291402369	XM_002717502	XM_002717502.1	9986
29270	584039266	XM_006778177	XM_006778177.1	225400
29270	558119418	XM_006087477	XM_006087477.1	59463
29270	554588926	XM_005885755	XM_005885755.1	109478
29270	533132406	XM_005381162	XM_005381162.1	34839
29270	533132404	XM_005381161	XM_005381161.1	34839
29270	533132402	XM_005381160	XM_005381160.1	34839
29270	533132400	XM_005381159	XM_005381159.1	34839
29270	488527166	XM_004455348	XM_004455348.1	9361
29270	507695521	XM_004643128	XM_004643128.1	10160
29270	514471856	XM_003475657	XM_003475657.2	10141
29270	558188389	XM_006102816	XM_006102816.1	59463
29270	471392657	XM_004380590	XM_004380590.1	127582
29270	23894529	AL683897	AL683897.5	10090
29270	54697215	AC145508	AC145508.3	9361
29270	564231826	XM_006260240	XM_006260240.1	8496
29270	564231824	XM_006260239	XM_006260239.1	8496
29270	564231822	XM_006260238	XM_006260238.1	8496
29270	558100869	XM_006082958	XM_006082958.1	59463
29270	557266297	XM_006018502	XM_006018502.1	38654
29270	557266295	XM_006018501	XM_006018501.1	38654
29270	557266293	XM_006018500	XM_006018500.1	38654
29270	557266291	XM_006018499	XM_006018499.1	38654
2020	83318690	CT009635	CT009635.18	10090
2020	57863218	AC154679	AC154679.2	10090
2020	532042915	XM_005364230	XM_005364230.1	79684
2020	544442279	XM_005559082	XM_005559082.1	9541
2020	544442277	XM_005559081	XM_005559081.1	9541
2020	504130958	XM_004578209	XM_004578209.1	9978
2020	426378508	XM_004065331	XM_004065331.1	9595
2020	426354834	XR_174965	XR_174965.1	9595
2020	402873860	XM_003900723	XM_003900723.1	9555
2020	397466510	XM_003804950	XM_003804950.1	9597
2020	390468778	XM_002753585	XM_002753585.2	9483
2020	332247373	XM_003272785	XM_003272785.1	61853
2020	194688139	NM_024713	NM_024713.2	9606
2020	168743994	CU693167	CU693167.1	32630
2020	158262056	NR_003954	NR_003954.1	9606
2020	158259502	AK293021	AK293021.1	9606
2020	133893139	NM_024254	NM_024254.3	10090
2020	117645889	AM393535	AM393535.1	32630
2020	114656155	XM_001165269	XM_001165269.1	9598
2020	15214556	BC012402	BC012402.1	10090
2020	13096839	BC003216	BC003216.1	10090
2020	45709624	BC067801	BC067801.1	9606
2020	74220288	AK152570	AK152570.1	10090
2020	74219818	AK168639	AK168639.1	10090
2020	74193289	AK151464	AK151464.1	10090
2020	74181338	AK150905	AK150905.1	10090
2020	26331753	AK036861	AK036861.1	10090
2020	12846253	AK010654	AK010654.1	10090
2020	11182157	AL138916	AL138916.14	9606
2020	10438985	AK026210	AK026210.1	9606
2020	83404924	BC111000	BC111000.1	9606
2020	51593582	BC080661	BC080661.1	10090
2020	21734278	AL833631	AL833631.1	9606
2020	20072804	BC026234	BC026234.1	9606
2020	12053310	AL136908	AL136908.1	9606
2020	507578150	XM_004672540	XM_004672540.1	51337
2020	478494157	XM_004421370	XM_004421370.1	73337
2020	586531364	XM_006920527	XM_006920527.1	9402
2020	545196059	XM_005603167	XM_005603167.1	9796
2020	507963473	XM_004687953	XM_004687953.1	143302
2020	505828571	XM_004609537	XM_004609537.1	42254
2020	395837620	XM_003791681	XM_003791681.1	30611
2020	558188389	XM_006102816	XM_006102816.1	59463
2020	532103190	XM_005337141	XM_005337141.1	43179
2020	513000026	XM_004861494	XM_004861494.1	10181
2020	512923044	XM_004904824	XM_004904824.1	10181
2020	488527166	XM_004455348	XM_004455348.1	9361
2020	291403308	XM_002718010	XM_002718010.1	9986
2020	291402369	XM_002717502	XM_002717502.1	9986
2020	584039266	XM_006778177	XM_006778177.1	225400
2020	558119418	XM_006087477	XM_006087477.1	59463
2020	554588926	XM_005885755	XM_005885755.1	109478
2020	533132406	XM_005381162	XM_005381162.1	34839
2020	533132404	XM_005381161	XM_005381161.1	34839
2020	533132402	XM_005381160	XM_005381160.1	34839
2020	533132400	XM_005381159	XM_005381159.1	34839
2020	514471856	XM_003475657	XM_003475657.2	10141
2020	344293947	XM_003418633	XM_003418633.1	9785
2020	586447383	XM_006831813	XM_006831813.1	185453
2020	507695521	XM_004643128	XM_004643128.1	10160
2020	54697215	AC145508	AC145508.3	9361
2020	471392657	XM_004380590	XM_004380590.1	127582
2020	564231826	XM_006260240	XM_006260240.1	8496
2020	564231824	XM_006260239	XM_006260239.1	8496
2020	564231822	XM_006260238	XM_006260238.1	8496
2020	557266297	XM_006018502	XM_006018502.1	38654
2020	557266295	XM_006018501	XM_006018501.1	38654
2020	557266293	XM_006018500	XM_006018500.1	38654
2020	557266291	XM_006018499	XM_006018499.1	38654
